,Title,ReleaseYear,CriticsTomatometer,MovieUrl,AORotFresh
1280,Meet the Robinsons,2007,66%,/m/meet_the_robinsons/,0
1281,Offside,2006,95%,/m/offside/,1
1282,Reign Over Me,2007,64%,/m/reign_over_me/,0
1283,Cobra Verde,1987,88%,/m/cobra_verde/,1
1284,The Wind That Shakes the Barley,2007,88%,/m/wind_that_shakes_the_barley/,1
1285,I Think I Love My Wife,2007,18%,/m/i_think_i_love_my_wife/,1
1286,The Go Master,2006,64%,/m/the_go_master/,1
1287,300,2007,60%,/m/300/,0
1288,Exterminating Angels,2007,48%,/m/exterminating_angels/,1
1289,Wild Hogs,2007,14%,/m/wild_hogs/,0
1290,Black Snake Moan,2007,66%,/m/black_snake_moan/,0
1291,Into Great Silence,2007,87%,/m/into_great_silence/,1
1292,The Abandoned,2007,38%,/m/abandoned/,0
1293,The Wayward Cloud,2005,76%,/m/the_wayward_cloud_2005/,0
1294,The Astronaut Farmer,2006,57%,/m/astronaut_farmer/,1
1295,Music and Lyrics,2007,62%,/m/music_and_lyrics/,1
1296,Bamako,2006,85%,/m/bamako_2007/,1
1297,Norbit,2007,9%,/m/norbit/,0
1298,The Lives of Others,2006,93%,/m/the_lives_of_others/,1
1299,Because I Said So,2007,4%,/m/because_i_said_so/,0
1300,An Unreasonable Man,2007,92%,/m/unreasonable_man/,0
1301,Epic Movie,2007,2%,/m/epic_movie/,0
1302,Smokin' Aces,2007,29%,/m/smokin_aces/,0
1303,Breaking and Entering,2007,34%,/m/breaking_and_entering/,1
1304,Two or Three Things I Know About Him,,100%,/m/2_or_3_things_i_know_about_him/,1
1305,Primeval,2007,19%,/m/primeval/,0
1306,Fah talai jone (Tears of the Black Tiger),2007,74%,/m/tears_of_the_black_tiger/,1
1307,Comedy of Power,2006,81%,/m/comedy_of_power/,1
1308,Pan's Labyrinth,2006,95%,/m/pans_labyrinth/,1
1309,Perfume: The Story of a Murderer,2006,58%,/m/perfume_the_story_of_a_murderer/,0
1310,Venus,2006,89%,/m/venus/,1
1311,Letters from Iwo Jima,2006,91%,/m/letters_from_iwo_jima/,1
1312,Charlotte's Web,2006,78%,/m/charlottes_web/,1
1313,Dreamgirls,2006,78%,/m/dreamgirls/,0
1314,Unaccompanied Minors,2006,31%,/m/unaccompanied_minors/,1
1315,Apocalypto,2006,65%,/m/apocalypto/,1
1316,Days of Glory,2007,82%,/m/days_of_glory_2007/,1
1317,10 Items or Less,2006,63%,/m/10_items_or_less/,1
1318,The Nativity Story,2006,38%,/m/nativity_story/,1
1319,Deck the Halls,2006,6%,/m/deck_the_halls/,0
1320,The Fountain,2006,51%,/m/the_fountain/,0
1321,El Aura (The Aura),2006,89%,/m/el_aura/,1
1322,Bobby,2006,46%,/m/1162559-bobby/,1
1323,Fast Food Nation,2006,50%,/m/fast_food_nation/,1
1324,Fuck (F*ck),2005,56%,/m/fuck/,1
1325,Stranger Than Fiction,2006,72%,/m/stranger_than_fiction/,1
1326,Iraq in Fragments,2006,91%,/m/iraq_in_fragments/,1
1327,Flushed Away,2006,72%,/m/flushed_away/,1
1328,Volver,2006,92%,/m/volver/,1
1329,Babel,2006,69%,/m/babel/,1
1330,Absolute Wilson,2006,76%,/m/absolute_wilson/,1
1331,Death of a President,2006,37%,/m/death_of_a_president/,0
1332,The Prestige,2006,76%,/m/prestige/,1
1333,Running With Scissors,2006,31%,/m/running_with_scissors/,0
1334,51 Birch Street,2006,97%,/m/51_birch_street/,1
1335,Deliver Us from Evil,2006,100%,/m/deliver_us_from_evil/,1
1336,Tideland,2006,29%,/m/tideland/,0
1337,Infamous,2006,73%,/m/infamous/,1
1338,Marie Antoinette,2006,55%,/m/1158195-marie_antoinette/,1
1339,Man of the Year,2006,21%,/m/man_of_the_year/,0
1340,49 Up,2006,95%,/m/49_up/,1
1341,The Guardian,2006,37%,/m/the_guardian_2006/,1
1342,A Guide to Recognizing Your Saints,2006,76%,/m/a_guide_to_recognizing_your_saints/,1
1343,Little Children,2006,80%,/m/little_children/,1
1344,Ghost Rock,2004,,/m/ghost_rock/,0
1345,The Science of Sleep,2006,71%,/m/the_science_of_sleep/,1
1346,All The King's Men,2006,11%,/m/all_the_kings_men/,0
1347,Solo Con Tu Pareja,1991,67%,/m/solo_con_tu_pareja/,1
1348,The Last Kiss,2006,45%,/m/last_kiss/,0
1349,The U.S. vs. John Lennon,2006,77%,/m/us_vs_john_lennon/,0
1350,Al Franken: God Spoke,2006,60%,/m/al_franken_god_spoke/,0
1351,I Trust You to Kill Me,2006,33%,/m/1168271-i_trust_you_to_kill_me/,0
1352,Sherrybaby,2006,75%,/m/sherrybaby/,1
1353,Paper Dolls,2006,71%,/m/paper_dolls/,1
1354,The Wicker Man,2006,15%,/m/the_wicker_man_2006/,0
1355,This Film Is Not Yet Rated,2006,84%,/m/this_film_is_not_yet_rated/,1
1356,Conversations With Other Women,2006,74%,/m/conversations_with_other_women/,1
1357,House of Sand,2006,78%,/m/house_of_sand/,1
1358,World Trade Center,2006,68%,/m/world_trade_center/,1
1359,The Puffy Chair,2005,77%,/m/the_puffy_chair/,0
1360,The Night Listener,2006,40%,/m/the_night_listener/,0
1361,Talladega Nights: The Ballad of Ricky Bobby,2006,72%,/m/talladega_nights_the_ballad_of_ricky_bobby/,1
1362,The Ant Bully,2006,63%,/m/ant_bully/,0
1363,Miami Vice,2006,47%,/m/miami_vice/,1
1364,Clerks II,2006,63%,/m/clerks_2/,1
1365,Monster House,2006,74%,/m/monster_house/,1
1366,Overlord,1975,93%,/m/overlord/,1
1367,Time to Leave,2006,76%,/m/time_to_leave/,1
1368,Excellent Cadavers,1999,63%,/m/1095020-excellent_cadavers/,0
1369,In un altro paese,2005,77%,/m/in_un_altro_paese/,1
1370,Pirates of the Caribbean: Dead Man's Chest,2006,54%,/m/pirates_of_the_caribbean_dead_mans_chest/,0
1371,The Great Yokai War,2005,71%,/m/the_great_yokai_war/,1
1372,The Devil Wears Prada,2006,76%,/m/the_devil_wears_prada/,1
1373,Strangers with Candy,2005,52%,/m/1152191-strangers_with_candy/,1
1374,Bombon: El Perro,2009,83%,/m/bombon-the-dog-bombon-el-perro/,0
1375,The Great New Wonderful,2006,73%,/m/great_new_wonderful/,1
1376,The Road To Guantanamo,2006,86%,/m/road_to_guantanamo/,1
1377,Waist Deep,2006,27%,/m/waist_deep/,1
1378,Lower City (Cidade Baixa),2006,60%,/m/lower_city/,0
1379,Pandora's Box,1929,90%,/m/pandoras_box/,1
1380,The Lake House,2006,35%,/m/lake_house/,1
1381,A Prairie Home Companion,2006,81%,/m/prairie_home_companion/,1
1382,The Break-Up,2006,33%,/m/break_up/,0
1383,The War Tapes,2006,98%,/m/war_tapes/,1
1384,Lemming,2006,71%,/m/lemming/,0
1385,An Inconvenient Truth,2006,93%,/m/inconvenient_truth/,1
1386,The Da Vinci Code,2006,25%,/m/da_vinci_code/,0
1387,Sketches of Frank Gehry,2006,81%,/m/sketches_of_frank_gehry/,1
1388,Giuliani Time,2006,85%,/m/giuliani_time/,1
1389,Poseidon,2006,33%,/m/poseidon/,1
1390,Just My Luck,2006,13%,/m/just_my_luck/,0
1391,Art School Confidential,2006,36%,/m/art_school_confidential/,0
1392,The Promise (Master of Crimson Armor) (Wu ji),2005,31%,/m/1154356-promise/,1
1393,The Spirit of the Beehive (El Espíritu de la colmena),2006,100%,/m/spirit_of_the_beehive/,1
1394,Tristram Shandy: A Cock & Bull Story,2005,90%,/m/tristram_shandy_a_cock_and_bull_story/,1
1395,How to Eat Your Watermelon in White Company (And Enjoy It),2005,92%,/m/how_to_eat_your_watermelon_in_white_company_2005/,1
1396,Looking for Comedy in the Muslim World,2006,42%,/m/looking_for_comedy_in_the_muslim_world/,0
1397,The Fall of Fujimori,2006,92%,/m/fall_of_fujimori/,1
1398,Beyond the Rocks,1922,100%,/m/beyond_the_rocks/,1
1399,Glory Road,2006,55%,/m/1155467-glory_road/,1
1400,Grandma's Boy,2006,16%,/m/grandmas_boy/,1
1401,Fateless,2006,92%,/m/1153570-fateless/,1
1402,Stryker,2005,,/m/stryker_2005/,0
1403,Match Point,2005,77%,/m/match_point/,1
1404,Rumor Has It,2005,20%,/m/rumor_has_it/,0
1405,Caché,2005,89%,/m/cache_2005/,1
1406,Casanova,2005,44%,/m/1156246-casanova/,1
1407,The Producers,2005,50%,/m/producers_the_movie_musical/,0
1408,King Kong,2005,84%,/m/king_kong/,1
1409,Marebito,2005,38%,/m/marebito/,0
1410,Power of Nightmares: The Rise of the Politics of Fear,2004,86%,/m/power_of_nightmares_the_rise_of_the_politics_of_fear/,0
1411,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",2005,76%,/m/chronicles_of_narnia_lion_witch_wardrobe/,1
1412,Aeon Flux,2005,10%,/m/aeon_flux/,0
1413,Transamerica,2006,76%,/m/transamerica/,1
1414,Syriana,2005,72%,/m/syriana/,1
1415,Rent,2005,46%,/m/1152276-rent/,1
1416,Zizek!,2005,62%,/m/zizek/,1
1417,The Big Risk (Classe tous risques),1960,100%,/m/classe_tous_risques/,1
1418,Walk the Line,2005,82%,/m/walk_the_line/,0
1419,Sarah Silverman: Jesus Is Magic,2005,64%,/m/sarah_silverman_jesus_is_magic/,0
1420,Get Rich or Die Tryin',2005,16%,/m/get_rich_or_die_tryin/,0
1421,The Last Mogul (Life and Times of Lew Wasserman),2005,81%,/m/last_mogul/,1
1422,Jarhead,2005,61%,/m/1152567-jarhead/,0
1423,Chicken Little,2005,36%,/m/chicken_little/,0
1424,Prime,2005,50%,/m/prime/,1
1425,Ballets Russes,2005,91%,/m/1167811-ballets_russes/,1
1426,Dreamer: Inspired by a True Story,2005,64%,/m/dreamer/,1
1427,Shopgirl,2005,61%,/m/shopgirl/,1
1428,"Kiss Kiss, Bang Bang",2005,85%,/m/kiss_kiss_bang_bang/,0
1429,The President's Last Bang,2005,81%,/m/presidents_last_bang/,1
1430,Elizabethtown,2005,28%,/m/elizabethtown/,0
1431,Land of Plenty,2004,62%,/m/1153319-land_of_plenty/,0
1432,Henri Langlois: The Phantom of the Cinematheque,2004,93%,/m/henri_langlois_the_phantom_of_the_cinematheque/,1
1433,Wallace & Gromit: The Curse of the Were-Rabbit,2005,95%,/m/wallace_and_gromit_curse_of_the_wererabbit/,1
1434,The Squid and the Whale,2005,93%,/m/squid_and_the_whale/,1
1435,The Greatest Game Ever Played,2005,63%,/m/greatest_game_ever_played/,1
1436,Forty Shades of Blue,2005,59%,/m/forty_shades_of_blue/,1
1437,Capote,2005,90%,/m/1151898-capote/,1
1438,EdgeCodes.com,2005,,/m/771033340/,0
1439,Dear Wendy,2005,36%,/m/dear_wendy/,0
1440,Oliver Twist,2005,60%,/m/10005499-oliver_twist/,1
1441,"Good Night, And Good Luck",2005,93%,/m/1152019-good_night_and_good_luck/,1
1442,"I am Cuba, the Siberian Mammoth (Soy Cuba, O Mamute Siberiano)",2005,100%,/m/soy-cuba-o-mamute-siberiano/,1
1443,Thumbsucker,2005,71%,/m/thumbsucker/,1
1444,Everything is Illuminated,2005,66%,/m/everything_is_illuminated/,0
1445,Just Like Heaven,2005,56%,/m/just_like_heaven/,1
1446,Make It Funky,2005,93%,/m/make_it_funky/,1
1447,The Man,2005,12%,/m/the-man/,0
1448,The Exorcism of Emily Rose,2005,45%,/m/exorcism_of_emily_rose/,0
1449,Edge Codes: The Art of Motion Picture Editing,2005,100%,/m/edge_codes_the_art_of_motion_picture_editing/,1
1450,A Sound of Thunder,2005,6%,/m/sound_of_thunder/,0
1451,Mind Game,2004,100%,/m/mind-game/,1
1452,Underclassman,2005,6%,/m/underclassman/,0
1453,Games of Love and Chance (L'Esquive),2005,76%,/m/games_of_love_and_chance/,1
1454,The Constant Gardener,2005,84%,/m/constant_gardener/,1
1455,Broken Flowers,2005,88%,/m/broken_flowers/,1
1456,The Dukes of Hazzard,2005,14%,/m/dukes_of_hazzard/,0
1457,Darwin's Nightmare,2005,91%,/m/1159353-darwins_nightmare/,1
1458,Balzac and the Little Chinese Seamstress,2005,77%,/m/balzac_and_the_little_chinese_seamstress/,1
1459,The Aristocrats,2005,79%,/m/aristocrats/,1
1460,The Edukators,2005,69%,/m/the_edukators/,1
1461,The Island,2005,40%,/m/island/,1
1462,Hustle & Flow,2005,82%,/m/hustle_and_flow/,0
1463,Charlie and the Chocolate Factory,2005,83%,/m/charlie_and_the_chocolate_factory/,1
1464,The Beautiful Country,2005,77%,/m/beautiful_country/,1
1465,Fantastic Four,2005,27%,/m/fantastic_four/,0
1466,War of the Worlds,2005,74%,/m/war_of_the_worlds/,1
1467,Lila Says,2005,68%,/m/lila_says/,1
1468,Yes,2005,52%,/m/yes/,0
1469,Rize,2005,84%,/m/rize/,1
1470,My Summer of Love,2004,90%,/m/my_summer_of_love/,1
1471,Me and You and Everyone We Know,2005,81%,/m/me_and_you_and_everyone_we_know/,1
1472,JSA: Joint Security Area (Gongdong gyeongbi guyeok JSA),2000,75%,/m/jsa-joint-security-area-aka-gongdong-gyeongbi-guyeok/,1
1473,5x2,2004,65%,/m/5x2/,1
1474,The Honeymooners,2005,13%,/m/1146572-honeymooners/,1
1475,Howl's Moving Castle,2005,87%,/m/howls_moving_castle/,1
1476,Lords of Dogtown,2005,55%,/m/lords_of_dogtown/,1
1477,Diamante Blanco,2004,94%,/m/diamante_blanco/,1
1478,The Ninth Day (Der neunte Tag),2005,80%,/m/ninth_day/,1
1479,Madagascar,2005,55%,/m/madagascar/,0
1480,Star Wars: Episode III - Revenge of the Sith,2005,79%,/m/star_wars_episode_iii_revenge_of_the_sith/,1
1481,Café Lumiere,2004,94%,/m/cafe_lumiere/,1
1482,Kicking & Screaming,2005,41%,/m/kicking_and_screaming/,0
1483,Mad Hot Ballroom,2005,84%,/m/mad_hot_ballroom/,1
1484,High and Low (Tengoku to jigoku),1963,93%,/m/high_and_low/,1
1485,Mysterious Skin,2005,85%,/m/mysterious_skin/,1
1486,House of Wax,2005,25%,/m/house_of_wax_2005/,0
1487,Crash,2004,75%,/m/1144992-crash/,0
1488,Funny Ha Ha,2003,87%,/m/funny-ha-ha/,1
1489,3-Iron,2004,87%,/m/3_iron/,1
1490,The Interpreter,2005,56%,/m/interpreter/,0
1491,Night of Henna,2005,0%,/m/night-of-henna/,0
1492,Enron: The Smartest Guys in the Room,2005,97%,/m/enron_the_smartest_guys_in_the_room/,1
1493,Short Cut to Nirvana: Kumbh Mela,2004,73%,/m/short-cut-to-nirvana/,1
1494,House of D,2004,10%,/m/house_of_d/,0
1495,State Property 2,2005,14%,/m/state_property_two/,0
1496,Kung Fu Hustle,2005,90%,/m/kung_fu_hustle/,1
1497,Control,2005,82%,/m/kontroll/,1
1498,Beauty Shop,2005,37%,/m/1139289-beauty_shop/,1
1499,Guess Who,2005,43%,/m/guess_who/,0
1500,Mondovino,2005,72%,/m/mondovino/,0
1501,Melinda and Melinda,2005,53%,/m/melinda_and_melinda/,1
1502,Shiza,2005,78%,/m/shiza/,1
1503,Don't Move,2004,46%,/m/dont_move/,0
1504,Robots,2005,64%,/m/robots/,0
1505,The Upside of Anger,2005,74%,/m/upside_of_anger/,0
1506,The Jacket,2005,44%,/m/jacket/,0
1507,Gunner Palace,2005,85%,/m/gunner_palace/,1
1508,Crazy Legs Conti,2005,,/m/crazy_legs_conti/,1
1509,Cursed,2005,16%,/m/1142569-cursed/,0
1510,Up and Down (Horem Pádem) (Loop the Loop),2004,83%,/m/up_and_down/,1
1511,Turtles Can Fly,2005,88%,/m/turtles_can_fly/,1
1512,Constantine,2005,46%,/m/constantine/,0
1513,Downfall (Der Untergang),2004,91%,/m/downfall/,0
1514,Ong-Bak (Ong Bak: Muay Thai Warrior),2005,86%,/m/ongbak/,1
1515,Masculin Feminin,1966,95%,/m/masculine_feminine/,1
1516,Hitch,2005,69%,/m/hitch/,0
1517,Nobody Knows (Dare mo shiranai),2004,93%,/m/nobody_knows/,1
1518,Lost Embrace,2005,83%,/m/lost_embrace/,1
1519,Machuca,2004,89%,/m/machuca/,1
1520,Assault on Precinct 13,2005,60%,/m/assault_on_precinct_13/,0
1521,Macunaíma (Jungle Freaks),2002,,/m/macunaima-jungle-freaks/,0
1522,Appurushîdo (Appleseed),2004,25%,/m/1144029-appleseed/,0
1523,Coach Carter,2005,65%,/m/coach_carter/,1
1524,Hitlers Hitparade,2005,85%,/m/hitlers-hit-parade/,1
1525,William Shakespeare's The Merchant of Venice,2004,72%,/m/merchant_of_venice/,1
1526,The Woodsman,2004,88%,/m/woodsman/,1
1527,The Phantom of the Opera,2005,32%,/m/phantom_of_the_opera/,0
1528,Spanglish,2004,52%,/m/spanglish/,0
1529,Million Dollar Baby,2004,91%,/m/million_dollar_baby/,1
1530,Shwaas (Breath),2004,40%,/m/shwaas/,1
1531,The Life Aquatic with Steve Zissou,2004,56%,/m/life_aquatic/,1
1532,Born Into Brothels,2004,96%,/m/born_into_brothels/,1
1533,Foul King,2002,,/m/foul_king/,0
1534,"The Aryan Couple, (The Couple)",2005,12%,/m/couple/,0
1535,Closer,2004,68%,/m/closer/,0
1536,Purple Butterfly (Zi hudie),2004,45%,/m/purple_butterfly/,1
1537,Paper Clips,2004,72%,/m/paperclips/,0
1538,Stupeur et tremblements,2004,91%,/m/fear_and_trembling/,1
1539,The Spongebob Squarepants Movie,2004,68%,/m/spongebob_squarepants_movie/,1
1540,You See Me Laughin',2002,,/m/you_see_me_laughin/,1
1541,The Big Red One,1980,91%,/m/big_red_one/,1
1542,Five Sides of a Coin,2004,,/m/five_sides_of_a_coin_2004/,1
1543,Kinsey,2004,90%,/m/kinsey/,1
1544,Overnight,2004,78%,/m/overnight/,0
1545,The Incredibles,2004,97%,/m/incredibles/,1
1546,Birth,2004,38%,/m/birth/,1
1547,Ray,2004,81%,/m/ray/,1
1548,Sex Is Comedy,2004,70%,/m/sex_is_comedy/,1
1549,The Holy Girl,2005,76%,/m/the_holy_girl/,1
1550,Palindromes,2004,42%,/m/palindromes/,0
1551,Moolaadé,2004,99%,/m/moolaade/,1
1552,Being Julia,2004,76%,/m/being_julia/,1
1553,Team America: World Police,2004,77%,/m/team_america_world_police/,1
1554,House of Flying Daggers,2004,88%,/m/house_of_flying_daggers/,1
1555,Primer,2004,71%,/m/primer/,1
1556,Stage Beauty,2004,64%,/m/stage_beauty/,0
1557,Friday Night Lights,2004,81%,/m/friday_night_lights/,1
1558,Tarnation,2004,92%,/m/tarnation/,1
1559,Going Upriver: The Long War of John Kerry,2004,89%,/m/going_upriver_the_long_war_of_john_kerry/,1
1560,Look at Me,2005,87%,/m/look_at_me/,1
1561,Shark Tale,2004,35%,/m/shark_tale/,1
1562,The Last Shot,2004,61%,/m/last_shot/,0
1563,The Motorcycle Diaries,2004,84%,/m/the_motorcycle_diaries/,1
1564,A Dirty Shame,2004,53%,/m/dirty_shame/,0
1565,Zelary,2004,73%,/m/zelary/,1
1566,Silver City,2004,48%,/m/silver_city/,0
1567,Cellular,2004,55%,/m/cellular/,1
1568,Reconstruction,2004,76%,/m/reconstruction_2004/,1
1569,The Last September,2000,42%,/m/the_last_september/,0
1570,Midnight,1998,,/m/midnight_1998/,0
1571,30 Days,2000,,/m/30_days/,0
1572,Pariah,1998,47%,/m/1154478-pariah/,0
1573,East Is East,1999,78%,/m/east_is_east/,0
1574,The Well,1998,56%,/m/the_well_1998/,0
1575,La Ley de Herodes (Herod's Law),2000,68%,/m/la_ley_de_herodes/,0
1576,Bright Young Things,2003,65%,/m/bright_young_things/,1
1577,Mean Creek,2004,90%,/m/mean_creek/,1
1578,Nicotina,2004,45%,/m/nicotina/,0
1579,We Don't Live Here Anymore,2004,65%,/m/we_dont_live_here_anymore/,1
1580,Code 46,2004,50%,/m/code_46/,1
1581,Open Water,2004,72%,/m/open_water/,0
1582,Gozu,2003,71%,/m/gozu/,1
1583,The Manchurian Candidate,2004,81%,/m/manchurian_candidate/,1
1584,The Village,2004,43%,/m/village/,0
1585,Los Angeles Plays Itself,2003,95%,/m/los_angeles_plays_itself/,1
1586,Freestyle,2000,89%,/m/freestyle_2000/,1
1587,Outfoxed: Rupert Murdoch's War on Journalism,2004,85%,/m/outfoxed_rupert_murdochs_war_on_journalism/,1
1588,Zatôichi (The Blind Swordsman: Zatoichi),2003,86%,/m/zatoichi_2003/,1
1589,A Home at the End of the World,2004,49%,/m/home_at_the_end_of_the_world/,0
1590,Catwoman,2004,9%,/m/catwoman/,0
1591,"I, Robot",2004,58%,/m/i_robot/,1
1592,The Door in the Floor,2004,67%,/m/door_in_the_floor/,1
1593,Anchorman - The Legend Of Ron Burgundy,2004,66%,/m/anchorman/,1
1594,Metallica: Some Kind of Monster,2004,89%,/m/metallica_some_kind_of_monster/,1
1595,King Arthur,2004,31%,/m/1133964-king_arthur/,0
1596,Before Sunset,2004,95%,/m/before_sunset/,1
1597,The Corporation,2004,90%,/m/corporation/,1
1598,Spider-Man 2,2004,93%,/m/spiderman_2/,1
1599,Time of the Wolf,2004,63%,/m/time_of_the_wolf_2004/,1
1600,Father and Son,2004,70%,/m/father_and_son/,1
1601,Grand Theft Parsons,2004,44%,/m/grand_theft_parsons/,0
1602,The Terminal,2004,61%,/m/1133499-1133499-terminal/,1
1603,I'll Sleep When I'm Dead,2004,43%,/m/ill_sleep_when_im_dead/,1
1604,Napoleon Dynamite,2004,71%,/m/napoleon_dynamite/,1
1605,The Stepford Wives,2004,26%,/m/stepford_wives/,0
1606,Garfield - The Movie,2004,15%,/m/garfield/,0
1607,Kounandi,,,/m/kounandi/,1
1608,Harry Potter and the Prisoner of Azkaban,2004,91%,/m/harry_potter_and_the_prisoner_of_azkaban/,1
1609,Saved!,2004,61%,/m/saved/,0
1610,The Day After Tomorrow,2004,45%,/m/day_after_tomorrow/,1
1611,The Five Obstructions,2003,88%,/m/five_obstructions/,1
1612,Fahrenheit 9/11,2004,83%,/m/fahrenheit_911/,1
1613,Shrek 2,2004,88%,/m/shrek_2/,1
1614,A Slipping-Down Life,1999,26%,/m/a_slipping_down_life/,0
1615,Coffee and Cigarettes,2004,65%,/m/coffee_and_cigarettes/,1
1616,Troy,2004,54%,/m/troy/,1
1617,New York Minute,2004,11%,/m/new_york_minute/,0
1618,Super Size Me,2004,93%,/m/super_size_me/,1
1619,Van Helsing,2004,23%,/m/van_helsing/,0
1620,The Saddest Music in the World,2004,78%,/m/saddest_music_in_the_world/,1
1621,Laws of Attraction,2004,17%,/m/laws_of_attraction/,0
1622,This So-Called Disaster,2004,90%,/m/this_so_called_disaster/,1
1623,The Agronomist,2004,94%,/m/agronomist/,1
1624,Man on Fire,2004,39%,/m/man_on_fire/,0
1625,The Punisher,2004,29%,/m/1131721-punisher/,0
1626,The Girl Next Door,2004,55%,/m/1130343-girl_next_door/,0
1627,Los Rubios,2003,56%,/m/los_rubios_2003/,0
1628,Berlin Blues,,,/m/berlin_blues/,1
1629,Johnson Family Vacation,2004,6%,/m/johnson_family_vacation/,0
1630,Against the Ropes,2004,12%,/m/against_the_ropes/,0
1631,The United States of Leland,2004,34%,/m/united_states_of_leland/,0
1632,Control Room,2004,96%,/m/control_room/,1
1633,Son Frere,2004,92%,/m/son_frere/,1
1634,Cautiva,2006,71%,/m/cautiva/,1
1635,"Spring, Summer, Fall, Winter...and Spring",2003,95%,/m/spring_summer_fall_winterand_spring/,1
1636,Dig!,2004,90%,/m/dig/,1
1637,La grande séduction (Seducing Doctor Lewis),2004,68%,/m/la_grande_seduction/,1
1638,Ned Kelly,2003,56%,/m/1131148-ned_kelly/,0
1639,The Ladykillers,2004,55%,/m/ladykillers/,1
1640,Noi the Albino (Nói albínói),2003,87%,/m/noi-the-albino/,0
1641,Neil Young - Greendale,2004,36%,/m/neil_young_greendale/,1
1642,Taking Lives,2004,22%,/m/taking_lives/,0
1643,Spartan,2004,64%,/m/spartan/,1
1644,Wilbur Wants to Kill Himself,2004,86%,/m/wilbur_wants_to_kill_himself/,1
1645,The Reckoning,2004,40%,/m/1130191-reckoning/,0
1646,James' Journey to Jerusalem,2004,90%,/m/james_journey_to_jerusalem/,1
1647,Twisted,2004,1%,/m/twisted/,0
1648,The Passion of the Christ,2004,49%,/m/passion_of_the_christ/,0
1649,Crying Ladies,2004,92%,/m/crying_ladies/,1
1650,Clifford's Really Big Movie,2004,53%,/m/cliffords_really_big_movie/,0
1651,The Big Animal,2006,95%,/m/the-big-animal/,1
1652,Charlie: The Life and Art of Charles Chaplin,2004,95%,/m/charlie_the_life_and_art_of_charles_chaplin/,1
1653,After the Life: Trilogy 3,2002,94%,/m/after_the_life/,1
1654,50 First Dates,2004,44%,/m/50_first_dates/,1
1655,Un Couple Épatant,2004,62%,/m/un_couple_epatant/,1
1656,Osama,2004,96%,/m/osama/,1
1657,The Dreamers,2004,61%,/m/dreamers/,1
1658,The Perfect Score,2004,17%,/m/perfect_score/,1
1659,On the Run: Trilogy 1,2002,73%,/m/1125480-on_the_run/,0
1660,The Big Bounce,2004,16%,/m/big_bounce/,0
1661,Made-Up,2004,41%,/m/madeup/,1
1662,Empathy,2004,71%,/m/empathy/,1
1663,Crimson Gold,2004,86%,/m/crimson_gold/,1
1664,Tokyo Godfathers,2003,89%,/m/tokyo_godfathers/,1
1665,Japanese Story,2003,68%,/m/japanese_story/,1
1666,My Baby's Daddy,2004,4%,/m/my_babys_daddy/,0
1667,Cold Mountain,2003,71%,/m/cold_mountain/,1
1668,Peter Pan,2003,77%,/m/1128577-peter_pan/,1
1669,House of Sand and Fog,2003,75%,/m/house_of_sand_and_fog/,1
1670,The Hebrew Hammer,2003,52%,/m/hebrew_hammer/,0
1671,Something's Gotta Give,2003,71%,/m/somethings_gotta_give/,1
1672,Big Fish,2003,77%,/m/1127787-big_fish/,0
1673,The Best of Youth (La meglio gioventù),2003,95%,/m/best_of_youth/,1
1674,Die Unberührbare (No Place to Go),,,/m/no_place_to_go/,0
1675,Monsieur Ibrahim et les fleurs du Coran (Monsieur Ibrahim),2003,85%,/m/monsieur_ibrahim/,1
1676,Honey,2003,21%,/m/honey/,1
1677,The Triplets of Belleville,2003,94%,/m/the_triplets_of_belleville/,1
1678,In America,2003,89%,/m/in_america/,1
1679,The Cooler,2003,77%,/m/cooler/,1
1680,Gothika,2003,14%,/m/gothika/,0
1681,Dr. Seuss' The Cat in the Hat,2003,10%,/m/cat_in_the_hat/,0
1682,I Vitelloni,1953,100%,/m/i_vitelloni/,1
1683,Tupac: Resurrection,2003,78%,/m/tupac_resurrection/,1
1684,Master and Commander: The Far Side of the World,2003,85%,/m/master_and_commander_the_far_side_of_the_world/,1
1685,Elf,2003,84%,/m/elf/,1
1686,Love Actually,2003,63%,/m/love_actually/,0
1687,The Matrix Revolutions,2003,36%,/m/matrix_revolutions/,0
1688,Shattered Glass,2003,91%,/m/shattered_glass/,1
1689,The Human Stain,2003,43%,/m/human_stain/,1
1690,The Singing Detective,2003,39%,/m/singing_detective/,0
1691,"Goodbye, Dragon Inn",2004,80%,/m/goodbye_dragon_inn_2004/,1
1692,In the Cut,2003,34%,/m/in_the_cut/,0
1693,The Barbarian Invasions (Les Invasions barbares),2003,81%,/m/barbarian_invasions/,1
1694,Sylvia,2003,37%,/m/1126413-sylvia/,1
1695,Veronica Guerin,2003,53%,/m/veronica_guerin/,0
1696,Civil Brand,2003,16%,/m/civil_brand/,0
1697,"Good Morning, Night (Buongiorno, Notte)",2005,67%,/m/good_morning_night_2005/,1
1698,Kill Bill: Volume 1,2003,85%,/m/kill_bill_vol_1/,0
1699,Young Adam,2004,62%,/m/young_adam/,0
1700,Mystic River,2003,87%,/m/mystic_river/,1
1701,Wonderland,2003,34%,/m/wonderland/,0
1702,My Life Without Me,2003,65%,/m/my_life_without_me/,0
1703,Duplex,2003,35%,/m/duplex/,1
1704,In This World,2003,89%,/m/in_this_world/,1
