,Title,ReleaseYear_x,CriticsTomatometer,MovieUrl,AORotFresh,Genre,Run_Time,Studio,LifetimeGross,LifetimeTheaters,OpeningGross,OpeningTheaters,ReleaseYear_y
1764,28 Days Later,2003,87%,/m/28_days_later/,1,Horror,108 minutes,FoxS,"$45,064,915","1,407","$10,061,858","1,260",multiple
1765,Suriyothai,2003,52%,/m/suriyothai/,1,Action & Adventure,142 minutes,,,,,,
1766,Hulk,2003,61%,/m/hulk/,0,Action & Adventure,138 minutes,,,,,,
1767,Manito,2003,94%,/m/manito/,1,Drama,78 minutes,FM,"$11,000",5,"$11,000",5,6/13/2003
1768,Hollywood Homicide,2003,30%,/m/hollywood_homicide/,1,Action & Adventure,116 minutes,SonR,"$30,940,691","2,840","$11,112,632","2,840",6/13/2003
1769,Gin gwai (The Eye),2002,64%,/m/gin_gwai_2002/,1,Art House & International,98 minutes,,,,,,
1770,2 Fast 2 Furious,2003,36%,/m/2_fast_2_furious/,0,Action & Adventure,108 minutes,Uni.,"$127,154,901","3,418","$50,472,480","3,408",6/6/2003
1771,The In-Laws,2003,34%,/m/inlaws/,0,Comedy,95 minutes,WB,"$20,453,431","2,652","$7,319,848","2,652",5/23/2003
1772,Things Behind the Sun,2001,100%,/m/things_behind_the_sun/,0,Art House & International,117 minutes,,,,,,
1773,Non-Stop,2000,,/m/nonstop/,0,Comedy,80 minutes,,,,,,
1774,Wirey Spindell,1999,24%,/m/wirey_spindell/,0,Comedy,101 minutes,,,,,,
1775,The Man Who Wasn't There,1983,,/m/1073078-man_who_wasnt_there/,0,Action & Adventure,111 minutes,USA,"$7,504,257",259,"$664,404",39,11/2/2001
1776,The Man Who Wasn't There,1983,,/m/1073078-man_who_wasnt_there/,0,Action & Adventure,111 minutes,USA,"$7,504,257",259,"$664,404",39,11/2/2001
1777,A Woman Is a Woman (Une femme est une femme),1964,87%,/m/a-woman-is-a-woman/,1,Art House & International,90 minutes,,,,,,
1778,L'Auberge Espagnole,2003,77%,/m/lauberge_espagnole/,1,Art House & International,115 minutes,,,,,,
1779,The Shape Of Things,2002,64%,/m/shape_of_things/,0,Drama,96 minutes,,,,,,
1780,Down With Love,2003,59%,/m/down_with_love/,1,Comedy,101 minutes,,,,,,
1781,X2: X-Men United,2003,86%,/m/x2_xmen_united/,1,Action & Adventure,134 minutes,Fox,"$214,949,694","3,749","$85,558,731","3,741",5/2/2003
1782,Spellbound,2002,98%,/m/1122382-spellbound/,1,Documentary,97 minutes,,,,,,
1783,Identity,2003,62%,/m/identity/,1,Horror,90 minutes,,,,,,
1784,Confidence,2003,70%,/m/confidence/,0,Drama,98 minutes,Lions,"$12,251,640","1,871","$4,563,588","1,871",4/25/2003
1785,Holes,2003,77%,/m/holes/,1,Action & Adventure,118 minutes,BV,"$67,406,573","2,452","$16,300,155","2,331",4/18/2003
1786,A Mighty Wind,2003,88%,/m/mighty_wind/,1,Comedy,87 minutes,WB,"$17,781,006",770,"$2,112,140",133,4/16/2003
1787,Bulletproof Monk,2003,23%,/m/bulletproof_monk/,1,Action & Adventure,104 minutes,MGM,"$23,358,708","2,955","$8,653,542","2,955",4/16/2003
1788,Abouna,2005,92%,/m/abouna/,1,Art House & International,84 minutes,Leis.,"$3,290",1,"$2,350",1,2/20/2004
1789,Levity,2003,35%,/m/levity/,0,Drama,100 minutes,SPC,"$209,695",17,"$30,599",10,4/4/2003
1790,The Guys,2003,73%,/m/the_guys/,0,Drama,98 minutes,,,,,,
1791,Fellini: I'm a Born Liar,2003,73%,/m/fellini_im_a_born_liar/,1,Art House & International,105 minutes,First,"$106,686",5,"$8,981",1,4/2/2003
1792,Ticket to Jerusalem,,,/m/ticket_to_jerusalem/,1,Art House & International,,,,,,,
1793,Head of State,2003,31%,/m/head_of_state/,0,Comedy,95 minutes,DW,"$38,125,247","2,256","$13,503,484","2,151",3/28/2003
1794,Bus 174 (Ônibus 174),2003,99%,/m/bus_174/,1,Art House & International,133 minutes,,,,,,
1795,Mondays in the Sun (Los Lunes al sol),2003,80%,/m/mondays_in_the_sun/,1,Comedy,113 minutes,,,,,,
1796,7 Days in September,2002,100%,/m/1134742-7_days_in_september/,1,Documentary,94 minutes,,,,,,
1797,Gaudi Afternoon,2001,29%,/m/gaudi_afternoon/,0,Comedy,88 minutes,Cn4,"$5,858",1,"$3,838",1,3/21/2003
1798,Dreamcatcher,2003,30%,/m/dreamcatcher/,0,Drama,134 minutes,WB,"$33,715,436","2,945","$15,027,423","2,945",3/21/2003
1799,The Girl From Paris,2002,90%,/m/the_girl_from_paris/,1,Art House & International,103 minutes,,,,,,
1800,Japon,2003,80%,/m/japon/,1,Art House & International,126 minutes,Vita.,"$21,900",1,"$3,562",1,3/19/2003
1801,Under the Skin of the City (Zir-e Poust-e Shahr),2003,87%,/m/under_the_skin_of_the_city/,1,Art House & International,92 minutes,,,,,,
1802,Bend It like Beckham,2003,85%,/m/bend_it_like_beckham/,0,Comedy,112 minutes,,,,,,
1803,Tears of the Sun,2003,33%,/m/tears_of_the_sun/,0,Action & Adventure,121 minutes,SonR,"$43,734,876","2,973","$17,057,213","2,973",3/7/2003
1804,The Safety of Objects,2001,49%,/m/the-safety-of-objects/,1,Drama,121 minutes,IFC,"$319,299",43,"$86,250",32,3/7/2003
1805,Dischord,2003,29%,/m/dischord/,0,Drama,102 minutes,AL,"$2,199",2,"$2,199",2,2/28/2003
1806,Poolhall Junkies,2002,34%,/m/poolhall_junkies/,0,Drama,94 minutes,GldC,"$563,711",179,"$301,856",179,2/28/2003
1807,Dark Blue,2003,58%,/m/dark_blue/,0,Drama,113 minutes,UA,"$9,250,301","2,176","$3,880,688","2,176",2/21/2003
1808,Lawless Heart,2002,86%,/m/lawless_heart/,1,Comedy,86 minutes,First,"$330,067",18,"$15,544",1,2/21/2003
1809,Amandla! A Revolution in Four-Part Harmony,2003,82%,/m/amandla_a_revolution_in_four_part_harmony/,1,Documentary,108 minutes,,,,,,
1810,All the Real Girls,2003,71%,/m/all_the_real_girls/,1,Art House & International,108 minutes,SPC,"$549,666",25,"$39,417",6,2/14/2003
1811,How to Lose a Guy in 10 Days,2003,42%,/m/how_to_lose_a_guy_in_10_days/,1,Comedy,115 minutes,Par.,"$105,813,373","2,923","$23,774,850","2,923",2/7/2003
1812,Zus & zo (Hotel Paraiso),2003,42%,/m/zus_and_zo_2003/,0,Art House & International,105 minutes,,,,,,
1813,Final Destination 2,2003,48%,/m/final_destination_2/,1,Horror,90 minutes,NL,"$46,961,214","2,834","$16,017,141","2,834",1/31/2003
1814,The Recruit,2003,43%,/m/recruit/,0,Action & Adventure,115 minutes,,,,,,
1815,Amen,2003,67%,/m/amen/,0,Art House & International,132 minutes,Kino,"$274,299",9,"$16,284",5,1/24/2003
1816,The Personals,2001,80%,/m/the_personals_2001/,0,Art House & International,105 minutes,,,,,,
1817,Kangaroo Jack,2003,8%,/m/kangaroo_jack/,0,Action & Adventure,89 minutes,WB,"$66,934,963","2,848","$16,580,209","2,818",1/17/2003
1818,National Security,2003,11%,/m/national_security/,0,Action & Adventure,91 minutes,Sony,"$36,381,186","2,729","$14,369,694","2,729",1/17/2003
1819,Le Cercle Rouge,1970,95%,/m/le_cercle_rouge/,1,Art House & International,100 minutes,,,,,,
1820,Just Married,2003,20%,/m/just_married/,0,Comedy,94 minutes,Fox,"$56,127,162","2,769","$17,548,993","2,766",1/10/2003
1821,The Son,2003,88%,/m/the_son_2003/,1,Art House & International,103 minutes,,,,,,
1822,Love Liza,2002,53%,/m/love_liza/,0,Drama,90 minutes,SPC,"$213,137",10,"$15,522",4,12/30/2002
1823,Sonny,2002,23%,/m/sonny/,0,Drama,110 minutes,GldC,"$30,005",6,"$17,639",6,12/27/2002
1824,Nicholas Nickleby,2002,77%,/m/1119037-nicholas_nickleby/,1,Drama,132 minutes,MGM,"$1,587,173",100,"$42,864",5,12/27/2002
1825,The Pianist,2002,96%,/m/pianist/,1,Drama,148 minutes,Focus,"$32,572,577",842,"$111,261",6,12/25/2002
1826,Divine Intervention,2003,81%,/m/divine_intervention_2003/,1,Comedy,92 minutes,,,,,,
1827,Gangs of New York,2002,75%,/m/gangs_of_new_york/,1,Classics,166 minutes,Mira.,"$77,812,000","2,340","$9,496,870","1,504",12/20/2002
1828,25th Hour,2003,78%,/m/25th_hour/,1,Drama,134 minutes,BV,"$13,084,595",495,"$108,865",5,12/19/2002
1829,Intacto,2002,72%,/m/intacto/,1,Art House & International,108 minutes,Lions,"$307,333",31,"$7,362",1,12/13/2002
1830,Drumline,2002,82%,/m/drumline/,1,Comedy,118 minutes,Fox,"$56,399,184","1,837","$12,604,705","1,836",12/13/2002
1831,Maid in Manhattan,2002,40%,/m/maid_in_manhattan/,0,Comedy,105 minutes,SonR,"$94,011,225","3,050","$18,711,407","2,838",12/13/2002
1832,Party Monster,2003,29%,/m/party_monster/,0,Drama,97 minutes,,,,,,
1833,Adaptation,2002,91%,/m/1118700-adaptation/,1,Comedy,114 minutes,,,,,,
1834,"Massoud, The Afghan",2002,83%,/m/massoud_the_afghan/,1,Art House & International,90 minutes,,,,,,
1835,They,2002,38%,/m/1115907-1115907-they/,1,Action & Adventure,89 minutes,,,,,,
1836,Treasure Planet,2002,69%,/m/treasure_planet/,0,Action & Adventure,95 minutes,BV,"$38,176,783","3,227","$12,083,248","3,227",11/27/2002
1837,O Fantasma,2001,25%,/m/o_fantasma/,0,Art House & International,90 minutes,Pict.,"$126,783",1,"$10,953",1,11/22/2002
1838,The Man Without a Past,2002,98%,/m/man_without_a_past/,1,Art House & International,97 minutes,SPC,"$921,847",31,"$23,281",2,4/4/2003
1839,The Emperor's Club,2002,50%,/m/emperors_club/,0,Drama,110 minutes,Uni.,"$14,118,751",811,"$3,846,780",809,11/22/2002
1840,Power and Terror: Noam Chomsky in Our Times,2002,72%,/m/power_and_terror_noam_chomsky_in_our_times/,1,Documentary,74 minutes,FRun,"$292,470",4,"$9,442",1,multiple
1841,Die Another Day,2002,58%,/m/die_another_day/,1,Action & Adventure,133 minutes,MGM,"$160,942,139","3,377","$47,072,040","3,314",11/22/2002
1842,The Terrorist,1999,84%,/m/1101040-terrorist/,0,Art House & International,100 minutes,Pha.,"$153,629",1,"$13,734",1,1/14/2000
1843,Harry Potter and the Chamber of Secrets,2002,82%,/m/harry_potter_and_the_chamber_of_secrets/,1,Kids & Family,161 minutes,WB,"$261,988,482","3,682","$88,357,488","3,682",11/15/2002
1844,The Way Home (Jibeuro),2002,75%,/m/way_home/,0,Art House & International,85 minutes,,,,,,
1845,Revolution #9,2001,76%,/m/revolution-9/,1,Drama,106 minutes,,,,,,
1846,Gaza Strip,2002,78%,/m/gaza_strip/,1,Art House & International,74 minutes,,,,,,
1847,God Is Great and I'm Not,2002,24%,/m/god_is_great_and_im_not/,0,Comedy,102 minutes,,,,,,
1848,Far From Heaven,2003,87%,/m/far_from_heaven/,1,Drama,107 minutes,Focus,"$15,901,849",291,"$211,279",6,11/8/2002
1849,Femme Fatale,2002,48%,/m/1118216-femme_fatale/,1,Drama,110 minutes,WB,"$6,630,252","1,066","$2,776,248","1,066",11/6/2002
1850,The Santa Clause 2,2002,55%,/m/the_santa_clause_2/,0,Comedy,104 minutes,BV,"$139,236,327","3,352","$29,008,696","3,350",11/1/2002
1851,Love in the Time of Money,2002,18%,/m/love_in_the_time_of_money/,0,Art House & International,90 minutes,Think,"$10,410",4,"$6,040",4,11/1/2002
1852,Jackass - The Movie,2002,48%,/m/jackass_the_movie/,0,Comedy,84 minutes,,,,,,
1853,All or Nothing,2002,83%,/m/1117377-all_or_nothing/,1,Comedy,128 minutes,UA,"$201,546",16,"$25,890",7,10/25/2002
1854,Frida,2002,76%,/m/frida/,1,Drama,122 minutes,,,,,,
1855,To Be and to Have (Etre et Avoir),2003,97%,/m/to_be_and_to_have/,1,Art House & International,105 minutes,,,,,,
1856,Ten,2003,87%,/m/ten/,1,Art House & International,92 minutes,,,,,,
1857,Chihwaseon,2003,83%,/m/chihwaseon/,1,Art House & International,117 minutes,Kino,"$64,029",5,"$8,196",3,2/14/2003
1858,Formula 51,2002,25%,/m/formula_51/,0,Action & Adventure,93 minutes,SGem,"$5,204,007","1,857","$2,817,719","1,857",10/18/2002
1859,Le Bossu (On Guard),1997,87%,/m/on_guard/,1,Action & Adventure,128 minutes,,,,,,
1860,Fidel,2002,60%,/m/1117309-fidel/,0,Documentary,240 minutes,,,,,,
1861,Bowling for Columbine,2002,96%,/m/bowling_for_columbine/,1,Documentary,123 minutes,UA,"$21,576,018",248,"$209,148",8,10/11/2002
1862,Comedian,2002,76%,/m/comedian/,1,Comedy,100 minutes,,,,,,
1863,Swept Away,2002,5%,/m/1116774-swept_away/,0,Comedy,89 minutes,SGem,"$598,645",196,"$354,052",196,10/11/2002
1864,Punch-Drunk Love,2002,79%,/m/punchdrunk_love/,1,Comedy,95 minutes,SonR,"$17,844,216","1,293","$367,203",5,10/11/2002
1865,Welcome to Collinwood,2002,54%,/m/welcome_to_collinwood/,1,Comedy,86 minutes,WB,"$336,620",45,"$75,180",16,10/4/2002
1866,Auto Focus,2002,72%,/m/auto_focus/,1,Drama,106 minutes,SPC,"$2,063,196",461,"$123,761",11,10/18/2002
1867,The Man from Elysian Fields,2001,51%,/m/man_from_elysian_fields/,0,Drama,106 minutes,IDP,"$1,435,016",50,"$46,353",6,9/27/2002
1868,Moonlight Mile,2002,63%,/m/moonlight_mile/,1,Drama,117 minutes,BV,"$6,835,856",437,"$329,771",22,9/27/2002
1869,Snipes,2002,25%,/m/snipes/,0,Drama,113 minutes,Ruff,"$70,569",43,"$14,027",6,9/4/2002
1870,His Secret Life,2001,74%,/m/his_secret_life/,1,Art House & International,106 minutes,Strand,"$215,449",4,"$18,316",4,9/20/2002
1871,8 Women (8 Femmes),2002,79%,/m/8_women/,1,Comedy,103 minutes,,,,,,
1872,Stealing Harvard,2002,9%,/m/stealing_harvard/,0,Comedy,85 minutes,SonR,"$14,036,406","2,366","$6,041,521","2,366",9/13/2002
1873,Les enfants du siècle (The Children of the Century),1999,43%,/m/children-of-the-century/,0,Art House & International,135 minutes,,,,,,
1874,Quitting,2002,77%,/m/quitting/,1,Art House & International,119 minutes,SPC,"$18,531",6,"$7,908",5,9/13/2002
1875,Barbershop,2002,82%,/m/barbershop/,1,Comedy,102 minutes,,,,,,
1876,City by the Sea,2002,48%,/m/city_by_the_sea/,0,Drama,108 minutes,WB,"$22,448,879","2,575","$8,935,426","2,575",9/6/2002
1877,Burning Man: The Burning Sensation,2002,29%,/m/burning_man_the_burning_sensation/,1,Documentary,73 minutes,,,,,,
1878,In Praise Of Love (Éloge de l'amour),2002,51%,/m/in_praise_of_love/,0,Art House & International,97 minutes,,,,,,
1879,Blue Crush,2002,61%,/m/blue_crush/,1,Action & Adventure,105 minutes,Uni.,"$40,390,647","3,015","$14,169,455","3,002",8/16/2002
1880,Possession,2002,65%,/m/possession/,0,Drama,102 minutes,,,,,,
1881,Scarlet Diva,2000,50%,/m/scarlet_diva/,0,Comedy,89 minutes,MB,"$18,062",1,"$4,547",1,8/9/2002
1882,Blood Work,2002,53%,/m/blood_work/,1,Action & Adventure,111 minutes,WB,"$26,235,081","2,525","$7,312,413","2,525",8/9/2002
1883,Spy Kids 2: The Island of Lost Dreams,2002,74%,/m/spy_kids_2_island_of_lost_dreams/,1,Action & Adventure,100 minutes,Dim.,"$85,846,429","3,307","$16,711,716","3,307",8/7/2002
1884,Signs,2002,74%,/m/signs/,0,Mystery & Suspense,106 minutes,BV,"$227,966,634","3,453","$60,117,080","3,264",8/2/2002
1885,Full Frontal,2002,38%,/m/full_frontal/,0,Comedy,101 minutes,Mira.,"$2,512,846",214,"$739,834",208,8/2/2002
1886,The Country Bears,2002,30%,/m/country_bears/,0,Comedy,88 minutes,BV,"$16,990,825","2,553","$5,309,675","2,553",7/26/2002
1887,Lan Yu,2002,66%,/m/lan_yu/,1,Art House & International,87 minutes,Strand,"$116,325",3,"$7,583",1,7/3/2002
1888,Happy Times,2002,72%,/m/happy_times/,1,Art House & International,95 minutes,SPC,"$240,093",14,"$31,084",6,7/26/2002
1889,K-19: The Widowmaker,2002,60%,/m/k19_the_widowmaker/,1,Action & Adventure,137 minutes,Par.,"$35,168,966","2,830","$12,778,459","2,828",7/19/2002
1890,"Langrishe, Go Down",2002,73%,/m/langrishe_go_down/,1,Drama,105 minutes,,,,,,
1891,Metropolis,1927,99%,/m/1013775-metropolis/,1,Action & Adventure,115 minutes,,,,,,
1892,Tosca,2002,65%,/m/the_metropolitan_opera_tosca/,1,Art House & International,215 minutes,,,,,,
1893,The Crocodile Hunter: Collision Course,2002,53%,/m/the_crocodile_hunter_collision_course_2002/,1,Action & Adventure,90 minutes,MGM,"$28,442,574","2,535","$9,537,123","2,525",7/12/2002
1894,Read My Lips,2002,97%,/m/read_my_lips/,1,Art House & International,115 minutes,Magn.,"$1,471,911",45,"$27,080",1,7/5/2002
1895,Men in Black II,2002,39%,/m/men_in_black_ii/,1,Comedy,88 minutes,,,,,,
1896,Pumpkin,2002,36%,/m/pumpkin/,1,Comedy,121 minutes,MGM,"$308,552",19,"$30,514",8,6/28/2002
1897,Harvard Man,2002,33%,/m/harvard_man/,1,Comedy,97 minutes,,,,,,
1898,The Cockettes,2002,89%,/m/cockettes/,1,Documentary,99 minutes,Strand,"$220,165",6,"$17,118",3,5/10/2002
1899,Lilo & Stitch,2002,86%,/m/lilo_and_stitch/,1,Action & Adventure,85 minutes,BV,"$145,794,338","3,222","$35,260,212","3,191",6/21/2002
1900,Juwanna Mann,2002,10%,/m/juwanna_mann/,1,Comedy,91 minutes,WB,"$13,670,733","1,325","$5,474,270","1,325",6/21/2002
1901,Zigzag,2002,44%,/m/zigzag_2001/,0,Drama,101 minutes,,,,,,
1902,War Photographer,2001,80%,/m/war_photographer/,1,Art House & International,96 minutes,FRun,"$61,040",1,"$9,327",1,6/19/2002
1903,Bad Company,2001,38%,/m/bad-company1999/,0,Art House & International,95 minutes,,,,,,
1904,Zhantai (Platform),2000,79%,/m/platform/,1,Art House & International,195 minutes,,,,,,
1905,Scooby-Doo,2002,30%,/m/1112357-scoobydoo/,0,Comedy,86 minutes,,,,,,
1906,The Bourne Identity,2002,83%,/m/bourne_identity/,1,Action & Adventure,117 minutes,Uni.,"$121,661,683","2,663","$27,118,640","2,638",6/14/2002
1907,Freeze Me,2001,55%,/m/freeze_me/,0,Art House & International,101 minutes,,,,,,
1908,Burlesk King,2000,,/m/burlesk_king/,0,Drama,109 minutes,,,,,,
1909,Secret Society,2001,33%,/m/secret_society/,0,Comedy,92 minutes,FRun,"$4,725",1,$933,1,6/7/2002
1910,Ivans Xtc,2002,75%,/m/ivans_xtc/,1,Comedy,90 minutes,,,,,,
1911,Undercover Brother,2002,77%,/m/undercover_brother/,1,Comedy,86 minutes,Uni.,"$39,089,928","2,169","$12,037,685","2,167",5/31/2002
1912,The Mad Songs of Fernanda Hussein,2001,40%,/m/the-mad-songs-of-fernanda-hussein/,0,Drama,168 minutes,,,,,,
1913,Thirteen Conversations About One Thing,2001,83%,/m/thirteen_conversations_about_one_thing/,1,Art House & International,104 minutes,,,,,,
1914,About a Boy,2002,94%,/m/about_a_boy/,1,Comedy,101 minutes,Uni.,"$41,385,278","1,756","$8,557,630","1,207",5/17/2002
1915,Star Wars: Episode II - Attack of the Clones,2002,65%,/m/star_wars_episode_ii_attack_of_the_clones/,0,Cult Movies,143 minutes,Fox,"$310,676,740","3,161","$80,027,814","3,161",multiple
1916,ABC Africa,2002,78%,/m/abc_africa/,1,Documentary,83 minutes,NYer,"$9,075",1,$559,1,5/3/2002
1917,Spider-Man,2002,89%,/m/spiderman/,1,Action & Adventure,121 minutes,,,,,,
1918,Mars Canon,,,/m/mars_canon/,0,Art House & International,121 minutes,,,,,,
1919,Rain,2001,85%,/m/1111741-rain/,1,Drama,84 minutes,,,,,,
1920,Night at the Golden Eagle,2002,41%,/m/night_at_the_golden_eagle/,0,Drama,87 minutes,Key.,"$17,643",3,"$7,380",3,4/26/2002
1921,Circuit,2001,20%,/m/1114691-circuit/,1,Drama,130 minutes,,,,,,
1922,Life or Something Like It,2002,28%,/m/life_or_something_like_it/,0,Comedy,103 minutes,,,,,,
1923,Murderous Maids,2002,91%,/m/murderous_maids/,1,Art House & International,92 minutes,Rialto,"$225,390",5,"$19,992",2,4/19/2002
1924,Enigma,2002,72%,/m/1113649-enigma/,0,Drama,119 minutes,,,,,,
1925,Murder by Numbers,2002,31%,/m/1113638-murder_by_numbers/,0,Drama,121 minutes,WB,"$31,945,749","2,663","$9,307,394","2,663",4/19/2002
1926,The Triumph of Love,2002,48%,/m/the_triumph_of_love/,1,Art House & International,107 minutes,ParC,"$447,267",51,"$60,507",18,4/17/2002
1927,Delbaran,2001,60%,/m/delbaran/,0,Art House & International,97 minutes,,,,,,
1928,Mule Skinner Blues,2001,82%,/m/mule_skinner_blues/,1,Documentary,93 minutes,,,,,,
1929,Human Nature,2002,49%,/m/1113402-human_nature/,0,Comedy,96 minutes,FL,"$705,308",224,"$297,340",224,4/12/2002
1930,The Cat's Meow,2001,75%,/m/cats_meow/,1,Comedy,112 minutes,Lions,"$3,209,481",153,"$111,037",11,4/12/2002
1931,Not Love Just Frenzy,2002,,/m/not_love_just_frenzy/,0,Art House & International,104 minutes,,,,,,
1932,Atanarjuat: The Fast Runner (Atanarjuat),2002,90%,/m/atanarjuat_the_fast_runner_2002/,1,Action & Adventure,161 minutes,,,,,,
1933,Les Destinees,2002,61%,/m/les_destinees/,1,Art House & International,180 minutes,Wells,"$230,900",5,"$12,463",4,4/5/2002
1934,High Crimes,2002,31%,/m/high_crimes/,0,Drama,115 minutes,Fox,"$41,543,917","2,747","$14,005,550","2,717",4/5/2002
1935,Panic Room,2002,76%,/m/panic_room/,1,Drama,112 minutes,Sony,"$96,397,334","3,119","$30,056,751","3,053",3/29/2002
1936,Sorority Boys,2002,13%,/m/sorority_boys/,0,Comedy,93 minutes,BV,"$10,200,032","1,801","$4,127,903","1,801",3/22/2002
1937,Samotari,,,/m/samotari_2000/,0,Art House & International,104 minutes,,,,,,
1938,Sweet Smell of Success,1957,98%,/m/sweet_smell_of_success/,1,Classics,96 minutes,UA,n/a,n/a,n/a,n/a,6/27/1957
1939,Showtime,2002,25%,/m/1113375-showtime/,0,Comedy,95 minutes,WB,"$38,082,712","2,917","$15,011,430","2,917",3/15/2002
1940,Pauline & Paulette,2002,83%,/m/pauline_and_paulette/,1,Art House & International,78 minutes,SPC,"$139,789",12,"$13,527",5,3/15/2002
1941,Yellow Asphalt,2002,100%,/m/yellow_asphalt/,1,Art House & International,83 minutes,NYer,"$11,907",1,$489,1,3/13/2002
1942,Comédie de l'innocence (Comedy of Innocence),2000,,/m/comedy-of-innocence/,0,Art House & International,102 minutes,,,,,,
1943,All About the Benjamins,2002,30%,/m/all_about_the_benjamins/,0,Action & Adventure,98 minutes,NL,"$25,916,319","1,519","$10,007,291","1,505",3/8/2002
1944,Miss Wonton,2002,44%,/m/miss_wonton/,0,Art House & International,87 minutes,,,,,,
1945,We Were Soldiers,2002,63%,/m/we_were_soldiers/,1,Drama,139 minutes,Par.,"$78,122,718","3,143","$20,212,543","3,143",3/1/2002
1946,Esther Kahn,2001,50%,/m/esther_kahn/,0,Drama,163 minutes,Emp.,"$23,371",3,"$5,124",1,3/1/2002
1947,Big Bad Love,2001,41%,/m/big_bad_love/,0,Art House & International,111 minutes,IFC,"$104,294",n/a,n/a,n/a,2/22/2002
1948,Mean Machine,2002,34%,/m/mean_machine/,0,Art House & International,98 minutes,ParC,"$92,770",1,$133,1,2/22/2002
1949,Dragonfly,2002,7%,/m/dragonfly/,0,Action & Adventure,103 minutes,Uni.,"$30,323,400","2,507","$10,216,025","2,507",2/22/2002
1950,Last Orders,2002,79%,/m/last_orders/,1,Art House & International,109 minutes,SPC,"$2,329,631",60,"$111,676",17,2/25/2002
1951,The Last Man,2002,27%,/m/last_man/,1,Comedy,95 minutes,,,,,,
1952,Super Troopers,2002,35%,/m/super_troopers/,0,Comedy,103 minutes,FoxS,"$18,492,362","1,805","$6,203,906","1,780",2/15/2002
1953,Shiri,2002,58%,/m/shiri2002/,1,Action & Adventure,125 minutes,,,,,,
1954,So Close to Paradise,2002,40%,/m/so-close-to-paradise/,0,Art House & International,93 minutes,,,,,,
1955,A Walk to Remember,2002,27%,/m/walk_to_remember/,0,Drama,100 minutes,WB,"$41,281,092","2,420","$12,177,488","2,411",1/25/2002
1956,Beijing Bicycle,2001,63%,/m/beijing_bicycle/,1,Art House & International,113 minutes,SPC,"$66,131",9,"$23,251",6,1/11/2002
1957,Metropolis,2002,87%,/m/metropolis_2002/,1,Action & Adventure,115 minutes,,,,,,
1958,The Count of Monte Cristo,2002,73%,/m/1110288-count_of_monte_cristo/,1,Action & Adventure,131 minutes,BV,"$54,234,062","2,211","$11,376,150","2,007",1/25/2002
1959,Spectres of the Spectrum,1999,,/m/1143574-spectres_of_the_spectrum/,0,Drama,94 minutes,,,,,,
1960,Children of Chabannes,2005,,/m/children_of_chabannes/,0,Musical & Performing Arts,,,,,,,
1961,Moon Shadow,,,/m/moon_shadow/,1,Drama,88 minutes,,,,,,
1962,State Property,2002,0%,/m/state_property/,0,Action & Adventure,95 minutes,,,,,,
1963,Snow Dogs,2002,24%,/m/snow_dogs/,0,Action & Adventure,99 minutes,BV,"$81,172,560","2,454","$17,814,259","2,302",1/18/2002
1964,Deep Breath (Le Souffle),2001,67%,/m/souffle-le-deep-breath/,0,Drama,77 minutes,,,,,,
1965,e-Dreams,2002,60%,/m/e_dreams/,1,Documentary,93 minutes,,,,,,
1966,Orange County,2002,46%,/m/orange_county/,0,Comedy,82 minutes,Par.,"$41,076,018","2,317","$15,053,226","2,317",1/11/2002
1967,Impostor,2002,22%,/m/impostor/,0,Action & Adventure,102 minutes,Mira.,"$6,285,176","1,870","$3,022,523","1,870",1/4/2002
1968,I Am Sam,2001,34%,/m/i_am_sam/,0,Drama,132 minutes,NL,"$40,311,852","1,450","$41,779",2,12/28/2001
1969,Silence... We're Rolling (Skoot hansawwar),,100%,/m/silence_were_rolling/,1,Comedy,102 minutes,,,,,,
1970,Monster's Ball,2002,85%,/m/monsters_ball/,1,Drama,111 minutes,Lions,"$31,273,922",714,"$110,552",7,12/26/2001
1971,Behind the Sun,2001,74%,/m/behind_the_sun/,1,Art House & International,105 minutes,,,,,,
1972,Jimmy Neutron - Boy Genius,2001,75%,/m/jimmy_neutron_boy_genius/,0,Animation,87 minutes,,,,,,
1973,A Beautiful Mind,2001,75%,/m/beautiful_mind/,1,Drama,135 minutes,Uni.,"$170,742,341","2,250","$367,151",11,12/21/2001
1974,Second Time Around,2001,31%,/m/second_time_around/,0,Art House & International,97 minutes,,,,,,
1975,Not Another Teen Movie,2001,29%,/m/not_another_teen_movie/,1,Comedy,89 minutes,Sony,"$38,252,284","2,365","$12,615,116","2,365",12/14/2001
1976,Second Skin,2000,17%,/m/1104106-second_skin/,0,Documentary,90 minutes,,,,,,
1977,Lantana,2002,90%,/m/lantana/,1,Drama,121 minutes,Lions,"$4,623,189",108,"$66,701",6,12/14/2001
1978,Princesa,2001,71%,/m/princesa/,1,Art House & International,94 minutes,,,,,,
1979,Im Juli. (In July),2001,89%,/m/in_july/,1,Art House & International,99 minutes,,,,,,
1980,Final,2001,42%,/m/final/,1,Drama,111 minutes,,,,,,
1981,Texas Rangers,2001,2%,/m/1111103-texas_rangers/,0,Action & Adventure,90 minutes,,,,,,
1982,The Affair of the Necklace,2001,15%,/m/affair_of_the_necklace/,0,Drama,120 minutes,WB,"$471,210",40,"$125,523",18,11/30/2001
